Company Name,Certification ID,Location,Email,Address,Certifying Agency,Valid From,Valid To,Products
Narmada Food Industries Certified,ORG-1708-001363,Khargone,narmadaagrofood@gmail.com,"20-22,& 42-44, FOOD PROCESSING, PARK NIMRANI, Dist.-Khargone (MP) Pin - 451660, Khargone, Madhya Pradesh",NPOP,validfrom 25/09/2023,24/09/2024,"Ajwain, Arhar dal (Red gram/Pigeon pea), Bajra flour/ Atta, Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), chana Dal, Chickpea/Kabuli Chana (garbanzos), Chilli dried, Chitra Kidney beans/Rajma (Phaseolus vulgaris), Cooked/ roasted/ cracked Corn, Coriander, Coriander Powder, coriander seed, Corn Meal, Dried garlic, Fennel Seed, Fenugreek, Fenugreek Powder (Methi Powder), Flax Seed, Flax/Linseed Meal, Flax/Linseed Oil, Garlic, Gram Flour/Besan, Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Green Moong Dal, Groundnut/Peanut, Jowar, Jowar flour, Lentil, Linseed: Oil-cake expeller variety, Maize Grain, Maize Groat, Maize/Corn flour, Moong Dal, Moong dal-Split, Mustard, Mustard cake, Mustard Meal, Mustard Oil (crude), Mustard small, Pearl Millet/Bajra, Pigeon pea, Poha / Chivda, Ragi Flour, Ragi/Finger Millet grain, Rapeseed Meal, Rapeseed Oil, Rapeseed/Rai/Rye, Red Kidney beans/Rajma (Phaseolus vulgaris), Roasted Porridge/Dalia, Soyabean Flakes, Soyabean/Soybean Flour, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean Oil-cake(expeller variety), Soyabean/Soybean White, Soyabean/Soybean/: Crude, Soybean, Soybean Chunk, Soybean Grits, Soybean/soyabean oil, Split Chickpea/Kabuli Chana (garbanzos), Split Green gram/Moong (Vigna sp.), Split Lentil, Split Pigeon pea/arhar/Red gram, Suji/Semolina/ Cream of Wheat, Sunflower Meal, Sunflower oil: edible grade, Sunflower seeds: Of seed quality, sunflower seeds: Oil-cake, Urad Dal Split, Urad Dal-Split without Shell, Urad dal-Whole(White), Urad dal/Split Black gram, Urad dhuli, Urad Whole(black), Wheat, Wheat Bran, Wheat flour, Wheat Maida, Wheat Porridge/Dalia"
NARMADA NATURAL OVERSEAS Certified,ORG-1907-001637,Indore,trade@narmadanaturaloverseas.com,"205, Vishal Astra,, Indore, Madhya Pradesh",NPOP,validfrom 23/08/2023,18/07/2024,"Amaranth seed/ Ram dhana, Maize (Corn), Maize Groat, Mustard, Raw Cotton, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, soybean/soyabean crushed, Soybean/soyabean oil, Wheat"
Naturepro Agro Corp Certified,ORG-2209-003306,Indore,organic@vimalafoods.com,"Survey No. 331/1 & 332/1, Godown No. 3,4,5, B-Block, B.R.G. Industrial Park, Badiya Keema, Nemawar Road, Indore, Madhya Pradesh",NPOP,validfrom 27/10/2023,03/10/2024,"Brown gram/Gram/Chana (Cicer arietinum), Chickpea/Kabuli Chana (garbanzos), Cooked/ roasted/ cracked Corn, Corn Meal, Green Gram Whole (Moong Sabut), Maize (Corn), Maize (Corn-other than seed), Maize (Corn-Seed Quality), Maize/Corn flour, Pigeon pea, Soyabean/Soybean Flour, Soyabean/Soybean Meal, Soyabean/Soybean Meal (defatted), Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean Oil-cake(expeller variety), Soyabean/Soybean White, Soyabean/Soybean/: Crude, Soybean, Soybean De-oiled cake, Soybean Whole, Soybean/soyabean oil, Wheat"
Nidhi Sahu/True Nature Certified,ORG-2209-003457,Bhopal,truenatureorganic1@gmail.com,"F-15, Old Minal Residency, Shopping Street, J K Road, Bhopal, Bhopal, Madhya Pradesh",NPOP,validfrom 12/10/2023,11/10/2024,"Bengal Gram Whole, chana Dal, Chilli powder, Coriander Powder, Cumin seed, Masoor Dal, Turmeric Powder"
NIRMAL NATURAL FIBERS Certified,ORG-2011-003013,Khargone,projectsorganic@gmail.com,"Khandwa Road, Khargone, Madhya Pradesh",NPOP,validfrom 21/12/2023,20/12/2024,"Brown gram/Gram/Chana (Cicer arietinum), Maize Grain, Pigeon pea/arhar whole, Raw Cotton, Soyabean/Soybean White, Wheat grain"
Nvirosoul Farms Private Limited Certified,ORG-2312-002909,Indore,info@nvirosoul.com,"329 AD Sector - A, Scheme No. 74 C, Vijay Nagar, Indore, Madhya Pradesh",NPOP,validfrom 06/01/2024,05/01/2025,"Chickpea/Kabuli Chana (garbanzos), Green gram/chana/Moong (Vigna sp.), Maize (Corn), Raw Cotton, Soybean, Wheat"
OCGI Agro Processing Private Limited Certified,ORG-2206-001902,Neemuch,info.ocgiagrop@gmail.com,"Survey No. 563/1/2, OCGI Agro Processing Private Limited, Neemuch Road, Guda Parihar Diken, Neemuch, Madhya Pradesh",NPOP,validfrom 01/08/2023,18/07/2024,"Aamlaki Powder, Aloe Vera leaves, Aloe Vera leaves powder, Amla, Amla dried, Amla powder, Amla TBC, Arjun powder (Terminalia arjuna), Ashwagandha, Ashwagandha Leaf, Ashwagandha Powder, Ashwagandha root, Ashwagandha Root Powder, Ashwagandha TBC, Asparagus racemosus (Shatawar), Asparagus racemosus (Shatawari) TBC, Asparagus racemosus Powder, Aspargus Racemosus (Rhizome), Azadirachta indica (Neem), Bacopa monnieri (Neera Brahmi), Basil seeds, Basil/Tulsi, Black Pepper, Black pepper (ungarbled), Black Pepper Powder, Black pepper TBC, Brahmi Powder, Brahmi/Bacopa monnieri, Brahmi/Bacopa monnieri Powder, Celery Seed, Centella asciatica Powder, Centella asiatica, Chamomile (M.chamomile), Chamomile powder, Chamomile Tea, Chia, Cinnamon, Cinnamon (Powder), Cinnamon bark, Cinnamon TBC, Cinnamon Zeylanicum Bark, Coriander, Coriander Powder, Coriander seed/whole, Coriander TBC, Dry rose petals-Red, Dry rose petals-Rose, Emblica Officinalis (wild Amla), Fenugreek, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Fenugreek TBC, Flax Seed, Flax seed powder, Giloy Powder, Ginger Fresh, Ginger Powder, Ginger sliced (dried), Ginger TBC, Ginger whole, Ginger whole (dried), Glycyrrhiza, Glyzerizha glabra (Licorice), Gokshura Fruit (Tribulus terrestris), Gokshura powder-tribulus terrestris, Gokshura TBC, Gotukola TBC-Centella asiatica-, Gudmar(Gynemema leaves), Guduchi (Cocculus cordifolous), Guduchi (Tinospora Cordifolons), Gymnema, Gymnema sylvestre, Gymnema Sylvestre (Leaves), Haritaki powder, Haritaki/Harad(Terminalia chebula), Hibiscus, Hibiscus petal/tea bag cut, Hibiscus rosasinensis powder, Hibiscus Sabdariffa petals dry, Hibiscus Sabdariffa petals TBC, Hibiscus sabdariffa Powder, Jamun patrai-Eugenia jambalana, Jamun Seed powder, Krishna tulsi (Ocimum sanctum), Krishna Tulsi TBC-Ocimum basilicum, Lemon Grass, Lemon grass TBC, Lemongrass, Lemongrass powder, Liquorice powder, Liquorice roots, Liquorice TBC, Liquorice/Jesta Madhu, Mango (sliced dried), Mango Powder/ Aamchur, Manjeet (Rubia cordifolia), Manjista, Manjista TBC, Manjistha/Rubia cordifolia Powder, Moringa Powder, Moringa Tea, Moringa dried leaves, Moringa leaves, Moringa oleifera Leaf powder, Mucuna pruriens (Mucuna), Mucuna pruriens Powder, Mucuna Prurtia (Seed), Mulethi (Glycorrhiza glabra), Neem leaf powder, Neem leaves, Neem leaves powder, Neem powder, Ocimum basilicum (Krishna/Vana Tulsi), Patchouli Leaves (Dried), Rama Tulsi powder-Ocimum sanctum, Rama Tulsi TBC-Ocimum sanctum, Rama Tulsi-Ocimum sanctum, Rose Petal TBC, Rose petals powder, Safed Musli powder, Safed Musli/Chlorophytum borivilianum, Sapindus mukorossi (Reetha), Shatavari, Shatavari powder, Shatavari Root, Shikakai, Shikakai powder, Soap Nut/Reetha ( Powder), Stevia, Stevia leaves-dried, Stevia/Stevia rebaudiana powder, Terminalia arjuna-bark-Spent mass powder, Terminalia bellirica fruit (bahera), Terminalia bellirica powder, Terminalia bellirica/baheda, Terminalia chebula fruit (Harar), Terminalia chebula Powder, Tinospora cordifolia (Guruchi), Triphala, Triphala Powder, Tulsi leaves dry, Tulsi leaves powder, Tulsi Powder, Tulsi Seeds, Tulsi TBC/Tulsi TBC Blend, Turmeric Dried, Turmeric fingers, Turmeric flakes, Turmeric Fresh, Turmeric Powder, Turmeric TBC, Turmeric whole-dried, Turmeric Whole-fresh, Vana Tulsi (Ocimum gratissimum), Vana Tulsi (Ocimum gratissimum), Vana Tulsi Powder-Ocimum gratissimum, Vana tulsi TBC-Ocimum gratissimum, Vibhitaki Fruit"
Organic Wellness Products Private Limited Certified,ORG-1708-001293,Tikamgarh,krishan@organicwellness.com,"Plot No. 295-296, Village Babai, Tikamgarh, Madhya Pradesh",NPOP,validfrom 24/08/2023,23/08/2024,"Ajwain, Ajwain Powder, Almond oil, Amla dried, Amla extact capsule, Amla powder, Amla TBC, Arhar dal (Red gram/Pigeon pea), Arjun bark, Ashwagandha, Ashwagandha Capsule, Ashwagandha Powder, Ashwagandha TBC, Asparagus racemosus (Shatawari) TBC, Azadirachta indica (Neem), Basil seeds, Basil/Tulsi, Basmati rice-white, Bay Leaf, Beet Root powder, Bengal Gram(Chana)Flour, Bhringraj TBC, Bibhitaki Shell - Terminalia bellirica, Black Pepper, Black Pepper Powder, BRAHMI capsule, Brahmi Churna, BRAHMI OIL, Brahmi Powder, Brahmi/Bacopa monnieri, Brown gram/Gram/Chana (Cicer arietinum), Brown Rice, Cashew nut (In shell), Centella asiatica, Chamomile (M.chamomile), chana Dal, Chat masala, Chickpea/Kabuli Chana (garbanzos), Chicory TBC, Chilli crushed, Chocolate, Cinnamon, Cinnamon (Powder), Cinnamon bark, Cinnamon bark powder, Cinnamon Green Tea, Cinnamon TBC, Cissus (Hadjod), Clove whole, Coconut oil, Coriander Powder, coriander seed, Cumin Powder, Cumin whole, Detox Spice Blend, Dried/Dehydrated Figs, Eclipta alba (Bhrigjraj/Bhringraj), Fennel Powder, Fennel tea bag cut, Fennel/saunf, Fenugreek Powder (Methi Powder), Fenugreek Seed (Methi Seed), Flax Seed, Flax Seed oil, Fruit vinegar, Garam Masala, Garam masala powder - hot, Garcinia cambogia-fruit-powder, Giloy Powder, Ginger Powder, Ginger TBC, Ginger Tea, Ginger whole (dried), Glyzerizha glabra (Licorice), Gokhru Small(Tribulas terrestris), Gotukola Powder, Gotukola TBC-Centella asiatica-, Green Cardamom, Green Chilli Pickle, Green Gram Whole (Moong Sabut), Groundnut/Peanut Oil (Crude), Guduchi (Tinospora Cordifolons), Gurmar, Gymnema Sylvestre (Leaves), Haritaki Fruit, Haritaki powder, Haritaki shell- Terminalia chebula, Haritaki/Harad(Terminalia chebula), Henna Leaves, Henna Powder, Hibiscus, Hibiscus Sabdariffa petals TBC, Hibiscus sabdariffa Powder, Jaggery, Jatamansi (Nardostachys jatamansi), Jawar (seed quality), Kalonji/nigella, Kasuri methi, Katuki powder, Krishna tulsi (Ocimum sanctum), Krishna Tulsi Powder-Ocimum basilicum, Krishna Tulsi TBC-Ocimum basilicum, Lemon grass TBC, Lemon Pickle, Lemon Powder, Lemongrass, Lemongrass powder, Lipid Care Capsule, Liquorice powder, Liquorice roots, Liquorice TBC, Mace, Mace Powder, Maize (Corn), Mango Pickle, Mango Powder/ Aamchur, Manjistha/Rubia cordifolia, Manjistha/Rubia cordifolia Powder, Masala Chai, Masoor (Lens Culinaris), Masoor Dal, Mint Powder, Mix Dal, Mix Pickle, Moong Chawal Ki Khichdi, Moong dal-Split, Moringa Powder, Moringa (M.oleifera), Moringa capsule, Moringa leaves, Moringa oleifera Leaf powder, Mucuna pruriens (Mucuna), Mucuna pruriens Powder, Mustard Oil (crude), Neem Capsule, Neem leaf powder, Neem leaves, Nutmeg mace (dried), Palash flower, Pea Pulse (Pisum sativum), Peanut Raw, Pearl Millet/Bajra, Peppermint leaf/ tea bag cut, Peppermint powder, Peppermint whole leaves, Pistachios, Plain khichdi, Psyllium husk (isobgul), Quinoa, Ragi (Finger Millet- other than seed), Raisins/Kismis, Rama Tulsi powder-Ocimum sanctum, Rama Tulsi TBC-Ocimum sanctum, Rama Tulsi-Ocimum sanctum, Red Chilli (whole), Red Chilli pickle, Red Chilli Powder, Red Kidney beans/Rajma (Phaseolus vulgaris), Red Rice, Roasted Gram/ chana, Rose Petal TBC, Rose petals powder, Sapindus mukorossi (Reetha), Senna leaves, Senna Leaves Powder, Senna Leaves Tea Bag Cut (TBC), Sesame Seed - Oil, Sesame seeds, Shakker/Khand, Shatavari Capsule, Shatavari powder, Shikakai, Spearmint - Mentha spicata- TBC, Spearmint leaves, Spearmint Powder, Split Chickpea/Kabuli Chana (garbanzos), Split Pea Pulse (Pisum sativum), Stevia, Stevia leaves-dried, Stevia/Stevia rebaudiana powder, Sweet Neem Seeds, Tandoori Masala, Tea Tulsi Flavour Herbal Infusion, Terminalia bellirica/baheda, Trikatu Capsule, Triphala Capsule, Triphala Powder, Tulsi -Cinnamon Rose, TULSI capsule, TULSI GINGER, Tulsi Green Tea, Tulsi Powder, Tulsi Sweet Lemon tea, Tulsi Sweet Rose, Tulsi TBC/Tulsi TBC Blend, Turmeric Capsule, Turmeric fingers, Turmeric Powder, Turmeric TBC, Turmeric whole-dried, Urad dal/Split Black gram, Urad Whole(black), Vana Tulsi (Ocimum gratissimum), Vana Tulsi Powder-Ocimum gratissimum, Vana tulsi TBC-Ocimum gratissimum, walnut, Wheat flour, Wheat Porridge/Dalia, Wheatgrass powder, White Cane Sugar, White Pepper, White Pepper powder"
PARAM FOOD INDUSTRIES PRIVATE LIMITED Certified,ORG-2008-001607,Dewas,srilekha.kumar@itc.in,"PLOT NO. 10-11, Dewas, Madhya Pradesh",NPOP,validfrom 29/08/2023,28/08/2024,"chana Dal, Chickpea/Kabuli Chana (garbanzos), Masoor Dal, Moong Dal, Poha Flattened Rice, Red Kidney beans/Rajma (Phaseolus vulgaris), Rice-Sona Masuri, Suji/Semolina/ Cream of Wheat, Tur/ Toor Dal, Urad dal-Whole(White), Urad dal/Split Black gram, Wheat flour"
Paryavaran Sanrakshan Evam Adivasi Vikas Kendra  Certified,PGSI/C(MP)-1088,Jabalpur,"psavk@rediffmail.com, rai1crb@gmail.com","413/1, Mittal Apartment, South Civil Lines Jabalpur (Madhya Pradesh), Jabalpur, Madhya Pradesh",PGS India,validfrom 30/11/-0001,25/03/2018,
PLOUGHMAN AGRO PRIVATE LIMITED Certified,ORG-2010-002512,Bhopal,sunil@asabhopal.org,"GOYAL DUPLEX NO 4 , Gulmohar Colony, Bhopal, Madhya Pradesh",NPOP,validfrom 08/01/2024,27/12/2024,"Bengal Gram Whole, Black gram/Urd (Vigna sp.), Green Gram (Moong) Bari, Maize (Corn), Non-Basmati Paddy, Pigeon pea, Raw Cotton, Soybean, Wheat"
Pratham Organic Society Certified,ORG-2401-000232,Indore,infonop@prathamorganic.com,"301, N-M VERGE, YN ROAD, Indore, Madhya Pradesh",NPOP,validfrom 01/02/2024,31/01/2025,"Raw Cotton, Soyabean/Soybean White"
R B AGRO MILLING PRIVATE LIMITED Certified,ORG-2310-002526,Sagar,bina@rbgroup.in,"Plot No. 26 , Naugaon Industrial Area, Sagar, Madhya Pradesh",NPOP,validfrom 23/03/2024,22/03/2025,"Arhar, Arhar dal (Red gram/Pigeon pea), Bengal Gram(Chana)Flour, Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), chana Dal, Gram Flour/Besan, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Green gram/Moong dhuli, Lentil, Maize (Corn), Maize/Corn flour, Malka Whole, Masoor (Lens Culinaris), Masoor Dal, Moong Dal-Split with shell, Pigeon pea, Red Lentil, Roasted Gram/ chana, Sattu, Split Pigeon pea/arhar/Red gram, Tur/ Toor Dal, Urad dal/Split Black gram, Urad dhuli, Urad Whole(black), Wheat, Wheat flour, Wheat flour/Atta (Machine Milled)"
RADIANCE OVERSEAS Certified,ORG-1909-002386,Indore,radiance.overseas@gmail.com,"C/O Mr. Geet Agrawal 60, Silver Oaks Colony, Annapurna Road, Indore, Madhya Pradesh",NPOP,validfrom 19/10/2023,01/10/2024,"Ajwain, Almond oil, Aloe Vera oil, Amaranth/Amaranthus/Thotakura, Amla powder, Arhar dal (Red gram/Pigeon pea), Ashwagandha Oil, Basmati rice, Basmati rice-brown, Basmati rice-white, Bengal Gram Whole, Black gram/Urd (Vigna sp.), Black Pepper, Black pepper oil, Black sesame, Brown gram/Gram/Chana (Cicer arietinum), Cane molasses, Cardamom, Cardamom Powder, Cashew Whole, Castor Oil (Edible grade), Cedarwood oil, Celery Seed, chana Dal, Chickpea/Kabuli Chana (garbanzos), Cinnamon oil, Clove powder, Cloves, Cocoa beans, Coconut, Cooked/ roasted/ cracked Corn, Cooked/ roasted/ cracked Soyabean seeds, Cowpea, Cumin seed, Dehydrated onion powder, Fennel Seed, Fenugreek Seed (Methi Seed), Flax/Linseed, Flax/Linseed Meal, Flax/Linseed Oil, Garlic flakes, Garlic Powder, Gram Flour/Besan, Green Gram Whole (Moong Sabut), Green gram/chana/Moong (Vigna sp.), Guar Seeds, Hulled Sesame/Sesamum, Lentil, Maize (Corn), Maize Grain, Moong Dal, Moringa Powder, Moringa Oil, moth dal, Mustard Meal, Mustard Seeds, Natural sesame seeds, Neem oil, Onion, Pearl Millet/Bajra, Pigeon pea/arhar whole, Rapeseed Meal, Red Chilli Powder, Sesame Meal, Sorghum, Soya lecithin, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soybean, Soybean Whole, Soybean/soyabean oil, Split Lentil, Sunflower seeds: Of seed quality, Tulsi Powder, Tur/ Toor Dal, Turmeric Powder, Turmeric whole-dried, Urad dal/Split Black gram, Wheat, Wheat flour, Wheat grain"
REMEI INDIA LIMITED Certified,ORG-1210-001048,Khargone,office@remei-india.com,"5TH MILESTONE, MANDALESHWAR ROAD, KASRAWAD, Khargone, Madhya Pradesh",NPOP,validfrom 12/01/2024,20/11/2024,"Black gram/Urd (Vigna sp.), Chickpea/Kabuli Chana (garbanzos), Chilli dried, Cowpea/Lobia whole(V.unguiculata/sinensis), Green Gram Whole (Moong Sabut), Groundnut/Peanut, Maize Grain, Moringa leaves, Pigeon pea, Raw Cotton, Sorghum Grain, Soybean, Wheat"
S.A HERBAL BIOACTIVES LLP Certified,ORG-1704-000548,Dhar,qa@saherbalbioactives.com,"Plot No-101 , Sector-01, Industrial Area, Opposite to HDFC Bank, Dhar, Madhya Pradesh",NPOP,validfrom 20/11/2023,05/09/2024,"Acacia catechu Extract, Acacia concinna (shikakai) extract, Achyranthes aspera powder, Adhatoda vasica Extract (Vasaka Extract), Adhatoda vasica Powder (Vasaka Powder), Aegle marmelos Extract, Aloe barbadensis Extract, Aloe Vera Powder, Amaltas/Cassica fistula Extract, Amla extact capsule, Amla powder, Andrographis paniculata Extract, Andrographis paniculata Powder, Apamarga (Achyrantes Aspera)?? Extract, Arjun powder (Terminalia arjuna), Arjuna/T.arjuna capsule, Ashok (Saraca indica) - Extract, Ashwagandha Capsule, Ashwagandha Powder, Asparagus racemosus Extract, Asparagus racemosus Powder, Azadirachta indica-leaves-dry extract, Bacopa monnieri Extract/powder, Berberis aristata extract/ Daruhaldi, Bhoomi amla/Phyllanthus amarus Extract, Bilva Powder (Aegle marmelos), Black Cumin Powder, Black Pepper Extract, Boerhaavia diffusa Extract, Boswella serrata Extract, Boswellia (Salaki) Capsule, Brahmi Powder, Capsule Bacopa monnieri/brahmi, Cassia fistula Extract, Cassia Fistula powder, Cassia tora (charota), Cassica fistula Powder, Centella asciatica Extract, Chlorophytum borivilanum(white musali) extract, Cinnamon (Powder), Cinnamon - Extract, Cinnamon capsule, Cissus quadrangularis extract (Hadjod), Cissus quadrangularis powder, Clove (Extracted), Commiphora mukul Extract, Convolvulus pluricaulis ?Extract, Convolvulus pluricaulis Powder, Cumin Seed Total Extract, Curcuma longa extract, Daruharidra (Berberis aristata) Powder, Eclipta alba Extract/ bhringraj, Eclipta alba Powder, Emblica officinalis Extract, Fennel Extract, Fenugreek extract, Fenugreek Powder (Methi Powder), Frankincense oil, Frankincense-Boswellia sereta-powder, Galangal Powder, Galangal Root (Alpinia galanga) - Extract, Garcinia cambogia-fruit-dry extract, Giloy Powder, Ginger Powder, Gokhru Small(Tribulas terrestris), Gokshura powder-tribulus terrestris, Gotukola Powder, Gotukola-centella asiatica extract, Gudmar Capsule, Guduchi (Tinospora Cordifolons), Guggal powder, Guggul Capsule, Gymnema powder, Gymnema sylvestre extract, Haritaki powder, Hibiscus sabdariffa extract, Hibiscus Sabdariffa petals Powder, Jamun seed extract, Jamun Seed powder, Kalmegh(Andrographis penniculata)- extract, Kalonji/nigella, Karela capsule, Karela/Bittergourd Powder, Lemon Peel extract, Lemon Powder, Lemongrass powder, Licorice Water Extract, Manjistha/Rubia cordifolia - Extract, Manjistha/Rubia cordifolia Powder, Momordica charantia extract, Morinda citrifolia extract, Moringa Powder, Moringa oleifera leaves extract, Mucuna pruriens capsule, Mucuna pruriens Extract, Mucuna pruriens Powder, Murraya koenigii Extract, Neem Capsule, Neem leaves powder, Nettle, Nirgundi Powder, Noni Fruit Powder, Nutmeg extract, Ocimum sanctum extract, Oregano Extract, Oregano leaves, Palash flower, Papaya extract (C.papaya), Papaya leaves powder, Passion Flower (Passiflora Incarnata)/ Maypop, Pepper long/Pippali (Piper longum), Peppermint powder, Pippali powder-Piper longum, Psidium guajava extract, Punarnava powder, Ratan jyot/ratanjot, Rosemary Extract, Rosemary Halos, Rubia cordifolia powder, Safed Musli powder, Safed musli/C.borivilianum capsule, Sapindus mukorossi Extract, Senna capsules, Senna extract, Senna Leaves Powder, Shatavari powder, Solanum xanthocarpum Extract, Stevia/Stevia rebaudiana extract, Stevia/Stevia rebaudiana powder, Sweet basil, Tamarind extract, Terminalia arjuna Bark - Extract, Terminalia bellirica/baheda, Terminalia chebula extract, Terminalia chebula Powder, Thistle Milk Extract, Thyme Extract, Thymes, Tinospora cordifolia (Guruchi), Tribulus terrestris extract, Trikatu extract, Trikatu powder, Triphala - Extract/powder, TRIPHALA capsule, TULSI capsule, Tulsi Powder, Turmeric Powder, Vacha Powder, Valerian powder, Valeriana wallichii (tagar) extract, Vibhitaki Powder, Vitex negundo Extract, Withania somnifera -root-dry extract, Withania Somnifera extract, Withania somnifera-root-Powder, Zingiber officinale Rhizome Extract"
S.M.O. INDUSTRIES Certified,ORG-2212-004199,Khargone,smoindustries@gmail.com,"C/O Sanjay Agrawal M/s SMO Industries, Indore Road,, Khargone, Madhya Pradesh",NPOP,validfrom 08/02/2024,07/02/2025,"Raw Cotton, Soyabean/Soybean White"
Saaras Oil Mill Certified,ORG-2301-000179,Khandwa,saarasoilmill@gmail.com,"36, Pandhan Road, Khandwa, Madhya Pradesh",NPOP,validfrom 25/01/2024,24/01/2025,"Cotton bales, Lint Cotton, Raw Cotton, Soyabean/Soybean White"
Satkar Industries Pvt. Ltd. Certified,ORG-1509-001537,Indore,sandeepgole@hotmail.com,"535, Vikram Tower Sapna Sangeeta Road, Indore, Madhya Pradesh",NPOP,validfrom 06/11/2023,05/11/2024,"Maize Grain, Maize Groat, Mustard, Mustard cake, Mustard Oil (Refined), Rapeseed/Rai/Rye, Raw Cotton, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soybean, soybean/soyabean crushed, Soybean/soyabean oil, Wheat"
"Satyendra Organic Farming, Khargone,  Certified",PGSI/C(MP)-1654,Khargone,satyendraorg@gmail.com,"V.P.O Bhilgaon, Tehsil Kasrawad, District Khargone, Madhya Pradesh , Khargone, Madhya Pradesh",PGS India,validfrom 30/11/-0001,08/06/2019,
SETHI AGRITECH PRIVATE LIMITED Certified,ORG-2306-001225,Khandwa,kamleshsethi21@gmail.com,"KHASRA NO. 851/2, GRAM DONDWADA, Khandwa, Madhya Pradesh",NPOP,validfrom 12/09/2023,11/09/2024,"Black gram/Urd (Vigna sp.), Chickpea/Kabuli Chana (garbanzos), Split Pigeon pea/arhar/Red gram, Urad (phasleolus mungo) Black gram, Urad Whole(black)"
SHAKAMBHARI FIBRES Certified,ORG-2306-001226,Indore,shakambharifibres@gmail.com,"07-Apr, Indore, Madhya Pradesh",NPOP,validfrom 01/07/2023,30/06/2024,Raw Cotton
Shree Ram Fibres India Pvt Ltd Unit-III Certified,ORG-2301-000092,Dhar,exports@shreeramfibres.in,"Awalda-Bagh Road, Khasra No. 65/1/2, Halka No. 16/63, Dhar, Madhya Pradesh",NPOP,validfrom 22/03/2024,20/02/2025,"Maize Grain, Raw Cotton, Soyabean/Soybean White, Wheat"
SHREERAM FIBRES INDIA PRIVATE LIMITED Certified,ORG-2309-002359,Dhar,shreeram.organics@gmail.com,"AWALDA BAGH ROAD VILLAGE - BARIYA, Dhar, Madhya Pradesh",NPOP,validfrom 12/10/2023,11/10/2024,"Maize Grain, Maize Groat, Mustard, Mustard cake, Mustard Oil (Refined), Rapeseed/Rai/Rye, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean White, Soybean, soybean/soyabean crushed, Soybean/soyabean oil, Wheat"
Shri Impex Certified,ORG-2011-003072,Khargone,ashucot@yahoo.co.in,"Nirnjan Nagar, Kasrawad Road, Gram Bardiya, Khargone, Madhya Pradesh",NPOP,validfrom 15/12/2023,14/12/2024,"Arhar dal (Red gram/Pigeon pea), Black gram/Urd (Vigna sp.), Brown gram/Gram/Chana (Cicer arietinum), Chickpea/Kabuli Chana (garbanzos), Green gram split yellow/Moong dal-yellow, Green Gram Whole (Moong Sabut), Maize Grain, Pigeon pea, Raw Cotton, Soybean"
SHRI SUMATI INDUSTRIES PRIVATE LIMITED Certified,ORG-2209-003322,Indore,docs@sumatifood.com,"40,41,42 & 43 Sector-c, Industrial Area, Sanwer Road, Indore, Madhya Pradesh",NPOP,validfrom 26/09/2023,25/09/2024,"Amaranth/Amaranthus/Thotakura, Arhar dal (Red gram/Pigeon pea), Black gram/Urd (Vigna sp.), Castor (other than seed quality), Castor Meal, Castor Oil, Chickpea/Kabuli Chana (garbanzos), Cooked/ roasted/ cracked Corn, Cooked/ roasted/ cracked Soyabean seeds, Coriander seed/whole, Cotton Seed oil (Edible), Cotton seed oil-cake meal (corticated expeller variety), Cumin seed, Fennel Seed, Fenugreek Seed (Methi Seed), Flax Seed, Flax/Linseed Meal, Flax/Linseed Oil, Groundnut/Peanut, Maize (Corn), Maize Grain, Moong Dal, Mustard, Mustard Meal, Mustard Oil (Refined), Psyllium seed (isobgul), Rapeseed Meal, Rapeseed Oil, Rapeseed/Rai/Rye, Red Kidney beans/Rajma (Phaseolus vulgaris), Sesame Meal, Sesame Oil/Gingelly Oil, Sesame seeds: Oil cake meal, Sesame/Sesamum, Soyabean/Soybean Meal, Soyabean/Soybean Meal-expeller var., Soyabean/Soybean Oil-Cake meal (expeller variety), Soyabean/Soybean White, Soybean, Soybean Grits, Soybean/soyabean oil, Split Lentil, Sunflower, Sunflower Meal, Sunflower seeds: Of seed quality, sunflower seeds:oil-cake meal, Wheat, Wheat flour"
